,type,fact_check_url,archieve,news_url,news_url2,news_url3,news_url4,news_url5,title,newstitle,content,abstract,publish_date,meta_keywords
778,article,https://www.politifact.com/factchecks/2020/may/14/rand-paul/no-us-isnt-expected-borrow-heavily-china-pay-covid/,,https://video.foxnews.com/v/6154658621001,,,,,$3 trillion for federal coronavirus stimulus packages is “being borrowed basically from China.”,"""Sen. Rand Paul on Obama’s office privately bashing Senate Biden-Ukraine probe: ‘Not surprised’""",,kentucky senator rand paul reacts to obamas office linking the biden ukraine probe to a russian misinformation campaign .. ,,""""""
779,post,https://leadstories.com/hoax-alert/2020/05/fact-check-dr-rashid-buttar-does-not-reveals-coronavirus-was-patented-by-bill-gates-in-2006.html,https://web.archive.org/web/20200507185949/https://www.youtube.com/watch?v=XPfLWrGzABQ,https://www.youtube.com/watch?v=XPfLWrGzABQ,,,,,Viral video reveals there is a coronavirus vaccine patent owned by Bill Gates.,"""""",,enjoy the videos and music you love upload original content and share it all with friends family and the world on youtube .. ,,"""video, sharing, camera phone, video phone, free, upload"""
780,article,https://leadstories.com/hoax-alert/2020/05/fact-check-bill-gates-did-not-say-catholic-religion-may-be-suspended-forever.html,http://web.archive.org/web/20200418213314/https://fromrome.info/2020/04/05/bill-gates-my-corona-stunt-requires-18-months-of-control-then-mandatory-vaccination/,https://fromrome.info/2020/04/05/bill-gates-my-corona-stunt-requires-18-months-of-control-then-mandatory-vaccination/,,,,,Bill Gates said that the Catholic religion may have to be suspended forever because of the COVID-19 pandemic.,"""Bill Gates: the Catholic Religion may have to be suspended for ever""",ominously at 17:40 in this video bill gates implies that the catholic religion will remain outlawed until all can be certified to have received a vaccine if even then. he is talking about suspending the mass for 18 months or forever. and not only mass all professional sporting events like football baseball soccer basketball hockey etc. etc .. i know there has always been speculation about bill gates name having the ascii value of 666 but his comments above are more ridiculous they. ,https://youtu.be/4x-kkqemmsq by br. alexis bugnolo ominously at 17:40 in this video bill gates implies that the catholic religion will remain outlawed until all can be certified to have received a vaccine if even then. he is talking about suspending the mass for 18 months or forever. and not only mass all professional sporting events. ,2020-04-05T09:01:09+00:00,""""""
781,,https://www.youtube.com/watch?v=99YcsXobpEA&feature=youtu.be,,,,,,,Democratic congrasswoman Ilhan Omar tweeted that there have been more deaths due to COVID-19 than 9/11 and the wars in Vietnam Iraq and Afghanistan combined,,,,,
782,article,https://www.politifact.com/factchecks/2020/may/30/brian-fitzpatrick/no-world-health-organization-didnt-miss-coronaviru/,,https://radio.foxnews.com/2020/05/05/rep-brian-fitzpatrick-everybody-ought-to-be-angry-and-outraged-about-chinas-role-in-the-covid-crisis/,,,,,“For the World Health Organization the international entity whose sole responsibility it is to alert the world of global pandemics like this to miss this is a huge problem.”,"""Rep. Brian Fitzpatrick: ""Everybody Ought To Be Angry And Outraged"" About China's Role In The COVID Crisis""",on fox across america with jimmy failla rep. brian fitzpatrick r pa discussed the made in america bill he and others in the problem solvers caucus are supporting which includes ways to hold china and the world health organization responsible for their roles in spreading the covid-19 virus across the globe. i think everybody ought to be angry and outraged at what transpired. and included in this made in america bill is a full audit of the world health organization. on january 14th they. ,on fox across america with jimmy failla rep. brian fitzpatrick r pa discussed the made in america bill he and others in the problem solvers caucus are supporting which includes ways to hold china and the world health organization responsible for their roles in spreading the covid-19 virus acro. ,2020-05-05T15:44:36-04:00,""""""
783,post,https://www.politifact.com/factchecks/2020/may/07/lincoln-project/mourning-america-ad-critical-trump-misleads-bailou/,,https://www.youtube.com/watch?time_continue=3&v=t_yG_-K2MDo&feature=emb_logo,,,,,“Trump bailed out Wall Street but not Main Street.”,"""Mourning in America""",,donald trumps failed presidency has left the nation weaker sicker and teetering on the verge of a new great depression. there s mourning in america. twitt .... ,5/4/20,"""video, sharing, camera phone, video phone, free, upload"""
784,article,https://www.politifact.com/factchecks/2020/may/06/donald-trump/trump-wrong-covid-19-death-projections-omit-mitiga/,,https://abcnews.go.com/Politics/transcript-abc-news-anchor-david-muir-interviews-president/story?id=70523003,,,,,Models projecting COVID-19 deaths “are talking about without mitigation.”,"""TRANSCRIPT: anchor David Muir interviews President Trump in Arizona""",on tuesday may 5 2020 abc news world news tonight anchor david muir interviewed president trump in arizona. the following is a transcript of the interview david muir mr. president we ve done a number of these and we 've never had to sit 11 feet apart but these are tough time. president trump its too bad actually. too bad. david muir but we appreciate you sitting down with us. president trump thank you very much. david muir i want to start with reopening the country. i know th. ,the u.s. commander in chief spoke to abc news david muir about the covid-19 pandemic testing and reopening the u.s. ,2020-05-06T11:37:38Z,"""David Muir, employment, death, Donald Trump, LGBTQ, economy, China, United States, South Korea, governors"""
785,post,https://healthfeedback.org/plandemic-vignette-featuring-anti-vaccination-activist-judy-mikovits-contains-numerous-false-and-unsupported-claims-about-covid-19/,https://archive.fo/d07ed,https://www.facebook.com/mikki.willis/videos/2769241289853478/,,,,,“Plandemic” vignette featuring Judy Mikovits claims that coronavirus is manmade; that flu vaccine increases risk of COVID-19; that hydroxychloroquine is effective for treating COVID-19.,"""Log In or Sign Up to View""",you must log in to continue .. ,,,""""""
786,,https://www.washingtonpost.com/politics/2020/05/06/trump-campaigns-egregious-editing-cnn-clip/,,,,,,,Trump campaign video suggesting Trump’s travel restrictions on China saved 2 million lives.,,,,,
787,post,https://factcheck.afp.com/holocaust-comparison-misleading-facebook-post-claims-bill-gates-seeks-digital-tattoos,https://perma.cc/E3UG-4868,https://www.facebook.com/tom.ray.756/posts/10158207006949561,,,,,A post shared more than 160000 times on Facebook during the novel coronavirus pandemic says Bill Gates wants “digital tattoos” to check who has been tested and asks if it would be “like holocaust victims have.”,"""Tom Ray""",see more of tom ray on facebook. ,bill gates wants digital tattoos to check who has been tested. you mean a tattoo like holocaust victims have mr gates. ,,""""""
788,post,https://www.factcheck.org/2020/05/cdc-hasnt-reduced-covid-19-death-toll/,http://archive.is/clSdM,https://www.facebook.com/photo.php?fbid=10217618824805980&set=gm.1111394362555019&type=3&theater,,https://www.facebook.com/photo.php?fbid=10158492797107009&set=a.437973487008&type=3&theater,https://www.facebook.com/335214686550733/posts/3744517858953715,,The Centers for Disease and Prevention has reduced the number of COVID-19 cases recorded in the U.S.,"""Log In or Sign Up to View""",do you want to join facebook ?. ,,,""""""
789,post,https://www.politifact.com/factchecks/2020/may/07/viral-image/michigan-protest-photo-shows-brian-cash-not-rob-ca/,,https://twitter.com/CitizenJane99/status/1257329473747161088?s=20,https://www.facebook.com/photo.php?fbid=3135621663125007&set=a.601882416498957&type=3&theater,,,,A photo shows Proud Boys member Rob Cantrall at a recent Michigan protest.,"""""",we 've detected that javascript is disabled in your browser. would you like to proceed to legacy twitter. ,,,""""""
790,post,https://www.politifact.com/factchecks/2020/may/06/laura-ingraham/laura-ingraham-wrong-about-no-real-scientific-basi/,,https://youtu.be/5iPihogbh3o?t=203,,,,,“There was no real scientific basis for believing that” social distancing would be necessary “since it had never been studied.”,"""Ingraham: The 'experts' strike again""",,why were the experts so off on covid-19. foxnews ingrahamangle fox news operates the fox news channel fnc fox business network fbn fox news radio fo .... ,5/4/20,"""America in shutdown, coronavirus modeling numbers, coronavirus data, andrew cuomo wrong, andrew cuomo, new york coronavirus, dr. fauci, dr. birx, anthony fau..."""
791,article,https://www.politifact.com/factchecks/2020/may/11/gary-kelly/southwest-ceos-boast-about-airplanes-low-covid-ris/,,https://www.cbsnews.com/news/full-transcript-of-face-the-nation-on-may-3-2020/,,,,,Regarding the risks of coronavirus transmission on an airplane “It’s as safe as an environment as you’re going to find.”,"""Full transcript of ""Face the Nation"" on May 3, 2020""",on this face the nation broadcast moderated by margaret brennan click here to browse full transcripts of face the nation. margaret brennan i 'm margaret brennan in washington. and this week on face the nation moving on to may is proving to be even more challenging as the emotional dilemma between personal and economic well being intensifies. with restrictions on americans and businesses across the country easing by the day the trump administration says there are positive signs in th. ,on this quot;face the nation&quot broadcast we sat down with illinois governor jb pritzker gilead sciences ceo daniel o&#039;day and dr. scott gottlieb. ,,"""face the nation, COVID19, interview, Coronavirus, News program, transcript"""
792,,https://www.washingtonpost.com/politics/2020/05/05/fact-checking-trumps-knocks-obama-his-fox-town-hall/,,,,,,,Trump: “Medically we had empty cupboards. The cupboards — I say the cupboards were empty.”,,,,,
793,post,https://www.politifact.com/factchecks/2020/may/08/facebook-posts/central-park-field-hospital-treated-coronavirus-pa/,,https://www.facebook.com/apostlegraceanderson/posts/10220984344310993,,,,,Central Park hospital tents housed thousands of abused children released from underground captivity.,"""Grace Elizabeth Joy Anderson""",see more of grace elizabeth joy anderson on facebook. ,thousands of babies and children are being brought up out of underground tunnels in new york 's central park by military personal during the night and .... ,,""""""
794,post,https://healthfeedback.org/claimreview/wearing-face-masks-does-not-cause-hypercapnia-or-affect-the-immune-system/,https://archive.fo/SPCLk,https://www.facebook.com/photo.php?fbid=3304759429547933&set=a.557796417577595&type=3&theater,,,,,Wearing face masks can cause carbon dioxide toxicity; can weaken immune system.,"""Elvin Deon Diaz""",see more of elvin deon diaz on facebook. ,what happens to you from prolonged use of wearing a mask ... psa this is hypercapnia. it can be caused by rebreathing your own exhaled co2 by .... ,,""""""
795,post,https://www.politifact.com/factchecks/2020/may/04/donald-trump/without-evidence-trump-claims-biden-sent-him-apolo/,,https://youtu.be/Lg3hFWlOIuU?t=1312,,,,,Joe Biden has “written a letter of apology” for calling Trump’s travel restrictions from China “xenophobic.”,"""America Together: Returning to Work Town Hall with President Trump | Part 1""",,president trump participates in a fox news town hall to answer viewer 's questions amid coronavirus pandemic. foxnews trumptownhall subscribe to fox news. h .... ,5/3/20,"""Fox News Channel, Fox News, FNC, politics, news, Fox News Town Hall, Coronavirus, Coronavirus treatment, Coronavirus china, coronavirus bill, public health, ..."""
796,post,https://factcheck.afp.com/us-health-authorities-have-not-cut-reported-covid-19-death-toll,https://perma.cc/4LKS-RPE7,https://www.facebook.com/Amy.Azzara.Cirincione/posts/10223147232808028,,,,,Posts on social media claim the US Centers for Disease Control and Prevention (CDC) has revised down its death toll for COVID-19.,"""Log In or Sign Up to View""",you must log in to continue .. ,,,""""""
797,post,https://leadstories.com/hoax-alert/2020/05/fact-check-the-cdc-did-not-make-30000-covid-deaths-disappear-just-like-that.html,https://web.archive.org/web/20200503020801/https://www.facebook.com/photo.php?fbid=10110809463954467,https://www.facebook.com/photo.php?fbid=10110809463954467&set=a.954261435357&type=3,,,,,CDC suddenly lost 30000 deaths from coronavirus from its data thus proving the virus is not as serious as it seems.,"""Log In or Sign Up to View""",do you want to join facebook ?. ,,,""""""
798,post,https://www.politifact.com/factchecks/2020/may/07/facebook-posts/cant-blame-governor-high-pennsylvania-gas-prices/,,https://www.facebook.com/photo.php?fbid=3295429297156536&set=basw.Abqdeuwa9N9daa_-oeU7ZMNPbJmgTlQlgEFj3RjgIvGlv4tuSuVcuJ83lo19uDG3yPZFvaXOnXEzJF-DZhxXDov5yqghYJkyz22T_u5QMUDIVWld5fn4EVet909wXA_QHC4gnNlxRKX9qJRd-2mqxgFtkZH7YNNO35G7QDRlVzQMUQ.3295429297156536.2602422126705456.10213514866958565.465265457387728.10216005854433473.519450031969270&type=1&opaqueCursor=Abp3xEjo3DzrfmVq-8HAG8-UpQbOuCmu57RsZwVE09gYsfQCerJc--Ooiyi5K8IByLK227HeYwmCLKB-1_lPnq-d3ROFZxAJf9wTlC08E8D0S8Rd5BPP8H6_IbiGMQJGMnvPuGcKaGONoORZiLGT4qrgq5t-kCDrEHI3doU6ILfGkATtFGHrFWEvlD6F47QgqVCdazaAG6qNdqxL6ShsJa7yAKuaI_UwvJbFNinRj6MywTowk0MDD_HRxDoCruvUE0g-mWvEAk_fMiU55xH8iJEzoap28qYk3TidvJGUJPI4Ez62rUHXrMT7CL11Y-TgvUpJeMmfpZVPo64w3zbKH0_rc63XeVn2z4rKPjAjr-Hl4hAe3PUvQ3zWKd7WhRpoB7Tw6u4_xxFzCoFTEvXWw4vI3yMTO9Q0eJlZ1IuWySnhxBC24E1C4Sar5ZUT1LMkanjcfGfitk3e-2aEvJN0pwUn0uIRwQ9MTlE9-3_6Xrwc8qQDE_66qlf4_j7ok_BPdmJ5Ucj7oYrdFjyMzq0c19APef6Ax6Z3HPAUDc0zacO8XKlA533nE7PTypD9Y4MeY-fQe6Yns72Ow21_L3RUcRT_b8FAKLrusba4E_XxlXaKEw0bIiUp24qwh8wzSmi-Autyg-BxvB_REgmU6v-RD4-zbSc-c9YpLjroBA9o27jV8f6x7BPS0BEudcArYBSMJcrnP6gXIsDyIRS8BldZPqtHCwfRWVmj_sQvVyiay1oXiVwhKsU_PIF_mq-dwEn31Bpm1iKearskJZ-OgBngR8q7CKXPQQPrDQhM0KBNl_DSSqhtBFgQTKHSzBBFZSOlrmFLXSHueoV6SM4actPKcCFHTrXyY1gJquSrpvaFCaBAY_6fzSnoIwRa84IKrEv2Tcm5MWOVtGGI-YskhxCGFqkTUXJ_lCPG2rx37km_SCbLAis59Y5Jp_UvhH5LBzQ4mL525gfNYeTQ7ETxmiFfEgWrEbyxkQPkcTC1Hf6nhdPcTw&theater,,,,,Gas is under $1 in 13 states but $2.27 in Pennsylvania because of the governor.,"""George E. Shaya""",see more of george e. shaya on facebook. ,yep i think our state and federal taxes is over .72 per gallon .. ,,""""""
799,post,https://www.politifact.com/factchecks/2020/may/14/darin-lahood/lahood-overstates-chicagos-share-illinois-covid-19/,,https://twitter.com/RepLaHood/status/1257358106671157262,,,,,“93% of the (COVID-19) cases in the state of Illinois have come from Chicago.”,"""""",we 've detected that javascript is disabled in your browser. would you like to proceed to legacy twitter. ,,,""""""
800,article,https://www.politifact.com/factchecks/2020/may/07/liberty-counsel/no-churchgoers-dont-have-register-government/,https://archive.fo/rlZ1O,https://lc.org/newsroom/details/20200501churchgoers-must-register-with-the-government-in-kansas-city?fbclid=IwAR1vmVHazwKr6PQQS3pfWxgohc_bmDdv4M_wAGxXYJw3Tt5u3dEI6bqGbtk,,,,,Under the mayor’s COVID-19 order Kansas City “churchgoers must register with the government.”,"""Kansas City Churches Must Record Attendees Contact Info - Liberty Counsel""",kansas city missouri officials are now requiring every church to submit a list of attendees along with their names addresses and telephone numbers to city officials for tracking and surveillance purposes. i am running out of adjectives to describe how completely insane the tyrannical abuses launched by state governors and local officials against pastors and churches are becoming. it is as if these leaders never bothered to so much as glance at the constitution they swore to uphold and defend. ,,,"""Liberty Counsel"""
801,post,https://www.factcheck.org/2020/05/legislative-history-of-cares-act-doesnt-prove-covid-19-conspiracy/,,https://www.facebook.com/photo.php?fbid=235105617811560&set=a.102799724375484&type=3&theater,,,,,The CARES Act was introduced in January 2019 which proves the COVID-19 pandemic was planned in advance.,"""Log In or Sign Up to View""",do you want to join facebook ?. ,,,""""""
802,post,https://factcheck.afp.com/doctored-photo-latest-attack-bill-gates-amid-covid-19-vaccine-push,https://perma.cc/2KC5-XFXW,https://www.facebook.com/groups/TrumpPenceAgainIn2020/permalink/964712963931889/,https://twitter.com/mjwood16/status/1256148720313339905?s=20,,,,Social media users have shared a photo that claims to show a “Center for Global Human Population Reduction” affiliated with the Bill & Melinda Gates Foundation.,"""John C. Johnson""",join this group to post and comment .. ,"trump pence again in 2020 c has 12,255 members. this group is dedicated to re electing president trump in 2020 to keep america great. ",,""""""
803,post,https://www.factcheck.org/2020/05/viral-posts-mislead-on-covid-19s-toll-on-health-care-workers/,,https://www.facebook.com/groups/510761376315632/permalink/607837749941327/,https://www.facebook.com/permalink.php?story_fbid=1141162532898997&id=100010157822290,https://www.facebook.com/bruce.blackburn.18/posts/1505252999654672,https://www.facebook.com/photo.php?fbid=10217139398812052&set=a.1335104132635&type=3&theater,,COVID-19 has infected more meatpackers in the U.S. than health care workers.,"""Facebook Groups""",,"trump 's troops has 1,956 members. a place for patriots that love president trump or anyone that loves red this is a president trump loving page. if .... ",,""""""
804,post,https://checkyourfact.com/2020/05/01/fact-check-kentucky-teachers-bedroom-inspections-students-coronavirus/,,https://www.facebook.com/LPKentucky/posts/10157872120806936,,,,,Kentucky teachers will conduct in-home “bedroom inspections” during the week of April 27 for their kindergarten through eighth grade students.,"""Log In or Sign Up to View""",do you want to join facebook ?. ,,,""""""
805,post,https://checkyourfact.com/2020/05/01/fact-check-image-beach-bloemfontein-south-africa-bondi-australia/,,https://www.facebook.com/photo.php?fbid=2885394041542543&set=a.449628785119093&type=3&theater,,,,,The photo shows a packed beach in Bloemfontein South Africa during the country’s coronavirus lockdown.,"""Bradleigh Skopas McGregor""",see more of bradleigh skopas mcgregor on facebook. ,i 'm so disappointed about the people in bloemfontein ... we all on lockdown ... and they decide to still go to there beach ... and party ... oom c .... and .... ,,""""""
806,post,https://leadstories.com/hoax-alert/2020/05/pennsylvania-governor-not-failing-to-follow-pandemic-protection-rules.html,https://web.archive.org/web/20200513152022/https://www.facebook.com/photo.php?fbid=10158173327506838,https://www.facebook.com/photo.php?fbid=10158173327506838&set=a.10151446571956838&type=3,,,,,Pennsylvania’s governor breaking his own social distancing rules in a photo.,"""Diane Bianchi""",see more of diane bianchi on facebook. ,this is the governor that says we ca nt reopen pa !. ,,""""""
807,article,https://www.politifact.com/factchecks/2020/may/19/facebook-posts/bill-gates-did-not-say-covid-19-vaccine-could-kill/,https://archive.fo/L6rto,https://cloverchronicle.com/2020/04/30/watch-bill-gates-admits-his-covid-19-vaccine-might-kill-nearly-1000000-people/?fbclid=IwAR0RSlAhYBCU_04eqWpeHNCqZWO7tHmLg6_jm-NOXzO0ZAiu_I5u2WeoQjI,,,,,“Bill Gates admits his COVID-19 vaccine might kill nearly 1 million people.”,"""WATCH: Bill Gates Admits His COVID-19 Vaccine Might KILL Nearly 1,000,000 People –""","microsoft co founder and philanthropist bill gates recently admitted his vaccine for coronavirus covid-19 is less effective in the elderly and will most likely result in the death or maiming of 700,000 people. the efficacy of vaccines in older people is always a huge challenge. it turns out the flu vaccine is nt that effective in elderly people. most of the benefit comes from younger people not spreading it because they re vaccinated and that benefits on a community basis the elderly. ","microsoft co founder and philanthropist bill gates recently admitted his vaccine for coronavirus covid-19 is less effective in the elderly and will most likely result in the death or maiming of 700,000 people .... ",2020-04-30T21:31:54+00:00,""""""
808,post,https://www.factcheck.org/2020/05/gowdy-didnt-author-viral-conspiracy-theory/,,https://www.facebook.com/1681873748704195/posts/2406222282936001,,,,,Former Rep. Trey Gowdy wrote essay past on social media claiming the COVID-19 pandemic was planned to help Democrats in the 2020 election.,"""Deplorables for Trump""",see more of deplorables for trump on facebook. ,from trey gowdy i 'm not saying covid-19 is n't real ... but pay attention folks there 's much more going on here than what meets the eye. is it a .... ,,""""""
809,post,https://leadstories.com/hoax-alert/2020/05/fact-check-risk-of-death-from-covid-19-and-tuberculosis-not-the-same.html,https://web.archive.org/web/20200501182355/https://www.facebook.com/matinamatina/posts/10157489120712756,https://www.facebook.com/matinamatina/posts/10157489120712756,,,,,People should ignore guidelines to wear masks especially since the government doesn’t advise mask wearing for tuberulosis.,"""Matina George""",see more of matina george on facebook. ,,,""""""
810,article,https://www.factcheck.org/2020/04/the-white-house-isnt-selling-coronavirus-coins/,,https://www.thedailybeast.com/white-house-gift-shop-sells-covid-19-commemorative-coins,https://www.facebook.com/346937065399354/posts/3721942391232121,https://www.facebook.com/9124187907/posts/10158958455047908,https://twitter.com/SenSanders/status/1255609344541982721,,The White House is selling coins commemorating the COVID-19 pandemic.,"""‘White House’ Shop Sells the Gift No One Asked for: $100 COVID-19 Commemorative Coins""",in a sales pitch that absolutely no one has asked for the white house gift shop is selling covid-19 commemorative coins emblazoned with slogans like world vs the unseen enemy and everyday heroes suited up. as the deadly virus continues to kill thousands of people and cripple daily life for most americans the privately run white house store is asking buyers to fork out 100 reduced from 125. to commemorate the historic moment. one coin has an image of a covid-19 spore superimposed on. ,the commemorative coins are emblazoned with slogans like world vs the unseen enemy .. ,2020-04-29T19:39:22.000Z,"""White House, coronavirus"""
811,post,https://checkyourfact.com/2020/04/30/fact-check-madagascar-zero-cases-coronavirus/,,https://www.facebook.com/photo.php?fbid=2703284789769642&set=a.339290906169054&type=3&theater,,,,,Madagascar does not have any cases of the coronavirus,"""Samantha Bastien""",see more of samantha bastien on facebook. ,stayc bastien ethan yellowwings jay lea. ,,""""""
812,article,https://factcheck.afp.com/bill-gates-did-not-say-covid-19-vaccine-could-kill-nearly-million-people,https://perma.cc/QN6C-T445,https://cloverchronicle.com/2020/04/30/watch-bill-gates-admits-his-covid-19-vaccine-might-kill-nearly-1000000-people/?fbclid=IwAR2KQGOCHOXlTv82il1MY5W8Qcekvof7b-qTHrH5tF2JH0OnM9oomnLM-oU,,,,,An article circulating on Facebook claims that Microsoft co-founder Bill Gates said a COVID-19 vaccine could kill almost one million people citing an interview he gave.,"""WATCH: Bill Gates Admits His COVID-19 Vaccine Might KILL Nearly 1,000,000 People –""","microsoft co founder and philanthropist bill gates recently admitted his vaccine for coronavirus covid-19 is less effective in the elderly and will most likely result in the death or maiming of 700,000 people. the efficacy of vaccines in older people is always a huge challenge. it turns out the flu vaccine is nt that effective in elderly people. most of the benefit comes from younger people not spreading it because they re vaccinated and that benefits on a community basis the elderly. ","microsoft co founder and philanthropist bill gates recently admitted his vaccine for coronavirus covid-19 is less effective in the elderly and will most likely result in the death or maiming of 700,000 people .... ",2020-04-30T21:31:54+00:00,""""""
813,post,https://checkyourfact.com/2020/04/30/fact-check-south-african-president-ramaphosa-order-foreigners-vacate-country-covid-19/,,https://www.facebook.com/tyro.outlule/posts/3244520945560852,,,,,South African President Cyril Ramaphosa asked all foreigners to leave the country by June 21 in response to the spread of COVID-19.,"""Tyro Out-lule""",see more of tyro out lule on facebook. ,breaking news the president cryill ramaphosa has asked all foreign nations to depart south africa before 21 june 2020 due to increasing cases of covid .... ,,""""""
814,post,https://checkyourfact.com/2020/04/30/fact-check-video-fbi-seizing-coronavirus-infected-face-masks-sent-china/,,https://www.facebook.com/nostainreporters/videos/645114772953762/,,,,,The video shows the FBI seizing coronavirus-infected face masks sent from China.,"""Nostain Reporters on""",this is not the movies but real life situation of how to get away from the police .. ,fbi taken back all the face mask from china tested positive of coranavirus. god help your people ooo. amen. ,,""""""
815,post,https://checkyourfact.com/2020/04/30/fact-check-trey-gowdy-write-coronavirus-conspiracy-theory/,,https://www.facebook.com/photo.php?fbid=2813671918749345&set=a.668055619977663&type=3&theater,,,,,The post contains a COVID-19 conspiracy theory written by former South Carolina Rep. Trey Gowdy.,"""Charles DeMoss""",see more of charles demoss on facebook. ,opinion i 'm not saying covid-19 is n't real ... but pay attention folks there 's much more going on here than what meets the eye. is it a coincidence that .... ,,""""""
816,post,https://checkyourfact.com/2020/04/30/fact-check-photo-coronavirus-relief-packages-rwanda/,,https://www.facebook.com/photo.php?fbid=1066637207052337&set=a.463487580700639&type=3&theater,,,,,The photo shows bedding and food aid packages distributed in Rwanda during the coronavirus pandemic,"""Oba Stephen Adegboyega""",see more of oba stephen adegboyega on facebook. ,covid-19 relief materials in rwanda to an household under president paul_kagami .. ,,""""""
817,post,https://www.politifact.com/factchecks/2020/may/08/facebook-posts/worries-restaurant-owners-are-real-post-saying-geo/,,https://www.facebook.com/gojohnny/posts/10223210845279287,,,,,Georgia Gov. Brian Kemp “mandates restaurants reopen”.,"""John Gianoulidis""",see more of john gianoulidis on facebook. ,heres the deal. kemp mandates restaurants reopen whether i reopen dining rooms or not. i file for business interruption insurance it does not go .... ,,""""""
818,post,https://www.politifact.com/factchecks/2020/may/06/viral-image/no-kentucky-teachers-wont-be-conducting-student-be/,,https://www.facebook.com/photo.php?fbid=239550293775797&set=a.104686207262207&type=3&theater,,,,,“Governor Andy Beshear has authorized Kentucky teachers to make in-home visits. With parental approval teachers will inspect the bedroom of each student currently enrolled in K-8.”,"""Vickie Wright""",see more of vickie wright on facebook. ,they sure as hell would n't get in my house !. ,,""""""
819,post,https://leadstories.com/hoax-alert/2020/04/fact-check-the-cdc-does-recommend-that-people-who-are-healthy-wear-facemasks.html,https://web.archive.org/web/20200430172657/https://www.facebook.com/photo.php?fbid=235328447905619,https://www.facebook.com/photo.php?fbid=235328447905619&set=a.116452073126591&type=3,,,,,CDC does not recommend wearing masks.,"""Rick Kaiser""",see more of rick kaiser on facebook. ,my health system is upmc. and here 's what they say about facemasks. so here 's what 's up. ,,""""""
820,post,https://www.politifact.com/factchecks/2020/may/01/facebook-posts/gift-shop-selling-covid-19-coins-not-white-house/,,https://www.facebook.com/photo.php?fbid=2516829435244406&set=a.1717626368498054&type=3&theater,,,,,President Donald Trump is selling coronavirus-themed commemorative coins through the White House Gift Shop.,"""Doug Haviland""",see more of doug haviland on facebook. ,just when you think that trump could n't stoop any lower ..... we find rock bottom has a basement !. ,,""""""
821,post,https://checkyourfact.com/2020/04/29/fact-check-elisa-granato-volunteer-coronavirus-vacccine-trial-died/,,https://www.facebook.com/149593259009793/posts/576352759667172,,,,,Dr. Elisa Granato one of the first volunteers to receive a potential COVID-19 vaccine in the U.K. has died.,"""IBile Radio Tiwanwa - Nigeria""",gos state government has announced the closure of the eti osa isolation center in the state. the state governor babajide sanwo olu announced this during the 17th update on the management of coronavirus in the state nan reports. according to the governor some of the isolation centres now have less than 20 per cent of occupancy. he also stated that the agidingbi isolation centre would also be closed and patients relocated to a large capacity centre indo centre in the anthony area which wou. ,first volunteer in uk coronavirus vaccine trial has died elisa granato the first volunteer who availed herself in oxford for a jab in the first europe .... ,,""""""
822,post,https://www.politifact.com/factchecks/2020/may/01/viral-image/employees-big-retailers-have-contracted-covid-19-a/,,https://www.facebook.com/photo.php?fbid=10222185563685135&set=a.1828997401773&type=3&theater,,,,,Walmart Amazon Kroger Target and Costco “have not had any reported (coronavirus) cases in the news.”,"""Scott Sciarra""",see more of scott sciarra on facebook. ,,,""""""
823,post,https://checkyourfact.com/2020/04/29/fact-check-homeland-security-national-guard-national-quarantine/,,https://www.facebook.com/permalink.php?story_fbid=123538799236856&id=110751420515594,,,,,The Department of Homeland Security (DHS) plans to mobilize the National Guard to enforce a nationwide 14-day quarantine.,"""Celestine Kennels""",see more of celestine kennels on facebook. ,homeland security is preparing to mobilize the national guard .... ,,""""""
824,post,https://www.factcheck.org/2020/05/media-didnt-misuse-boys-photo-in-deaths-of-three-covid-19-victims/,,https://www.facebook.com/photo.php?fbid=3508753225808794&set=a.101623763188441&type=3&theater,https://twitter.com/shhhhitsdundee1/status/1246151086702055424?s=09,https://twitter.com/just_cat1/status/1246156813973762048?lang=en,https://www.facebook.com/photo.php?fbid=10223365309180877&set=a.1588839000805&type=3&theater,https://www.facebook.com/photo.php?fbid=10222986430632895&set=a.1062259480391&type=3&theater,News outlets are misusing a boy’s image to report the same child died of COVID-19 in three different countries.,"""Lee Hughes""",see more of lee hughes on facebook. ,this some bad virus. killed him 3 times. ,,""""""
825,post,https://checkyourfact.com/2020/04/29/fact-check-harvard-professor-charles-lieber-not-arrested-creating-coronavirus-china/,,https://www.facebook.com/ashaye.oluwamuyiwa/videos/2634239230015242/,,,,,Harvard professor Charles Lieber was arrested for manufacturing and selling the new coronavirus to China,"""Ashaye""",see more of ashaye jimmy olumuyiwa on facebook. ,usa just discovered the man who manufactured and sold the corona virus to china dr charles lieber head of chemistry n biology department at harvard .... ,,""""""
826,post,https://checkyourfact.com/2020/04/29/fact-check-video-defective-medical-gowns-made-china/,,https://www.facebook.com/TribuKaldero/videos/787574488318142/,,,,,French health care workers are putting on defective Chinese-made protective gowns.,"""Tribu Kaldero on""",medical clothing from china sent to france made in china. ,medical clothing from china sent to france made in china. ,,""""""
827,post,https://checkyourfact.com/2020/04/29/fact-check-mosquitoes-spread-coronavirus-person/,,https://www.facebook.com/jtrell.booth.33/posts/528266448079549,,,,,Mosquitoes can spread COVID-19 “from person to person.”,"""Jtrell Booth""",see more of jtrell booth on facebook. ,[],,""""""
